Category,Quality,Country,Year,Cases
Irish Whiskey,Standard,DF Australia,1999,
Irish Whiskey,Standard,DF Australia,2000,2200
Irish Whiskey,Standard,DF Australia,2001,2400
Irish Whiskey,Standard,DF Australia,2002,4500
Irish Whiskey,Standard,DF Australia,2003,5950
Irish Whiskey,Standard,DF Australia,2004,6500
Irish Whiskey,Standard,DF Australia,2005,5450
Irish Whiskey,Standard,DF Australia,2006,5750
Irish Whiskey,Standard,DF Australia,2007,7925
Irish Whiskey,Standard,DF Australia,2008,9200
Irish Whiskey,Standard,DF Australia,2009,9300
Irish Whiskey,Standard,DF Australia,2010,8500
Irish Whiskey,Standard,DF Australia,2011,10050
Irish Whiskey,Standard,DF Australia,2012,9800
Irish Whiskey,Standard,DF Australia,2013,11250
Irish Whiskey,Standard,DF Australia,2014,12000
Irish Whiskey,Standard,DF Australia,2015,14850
Irish Whiskey,Standard,DF Australia,2016,15700
Irish Whiskey,Standard,Hungary,1990,300
Irish Whiskey,Standard,Hungary,1991,300
Irish Whiskey,Standard,Hungary,1992,250
Irish Whiskey,Standard,Hungary,1993,500
Irish Whiskey,Standard,Hungary,1994,1000
Irish Whiskey,Standard,Hungary,1995,1250
Irish Whiskey,Standard,Hungary,1996,2500
Irish Whiskey,Standard,Hungary,1997,3750
Irish Whiskey,Standard,Hungary,1998,5000
Irish Whiskey,Standard,Hungary,1999,5500
Irish Whiskey,Standard,Hungary,2000,6000
Irish Whiskey,Standard,Hungary,2001,5000
Irish Whiskey,Standard,Hungary,2002,5750
Irish Whiskey,Standard,Hungary,2003,6000
Irish Whiskey,Standard,Hungary,2004,6900
Irish Whiskey,Standard,Hungary,2005,7250
Irish Whiskey,Standard,Hungary,2006,8700
Irish Whiskey,Standard,Hungary,2007,10200
Irish Whiskey,Standard,Hungary,2008,10350
Irish Whiskey,Standard,Hungary,2009,8300
Irish Whiskey,Standard,Hungary,2010,9000
Irish Whiskey,Standard,Hungary,2011,9750
Irish Whiskey,Standard,Hungary,2012,10750
Irish Whiskey,Standard,Hungary,2013,10700
Irish Whiskey,Standard,Hungary,2014,13000
Irish Whiskey,Standard,Hungary,2015,14250
Irish Whiskey,Standard,Hungary,2016,15390
Irish Whiskey,Standard,DF Spain,1990,
Irish Whiskey,Standard,DF Spain,1991,
Irish Whiskey,Standard,DF Spain,1992,
Irish Whiskey,Standard,DF Spain,1993,
Irish Whiskey,Standard,DF Spain,1994,3250
Irish Whiskey,Standard,DF Spain,1995,4900
Irish Whiskey,Standard,DF Spain,1996,6150
Irish Whiskey,Standard,DF Spain,1997,6000
Irish Whiskey,Standard,DF Spain,1998,6750
Irish Whiskey,Standard,DF Spain,1999,5200
Irish Whiskey,Standard,DF Spain,2000,5850
Irish Whiskey,Standard,DF Spain,2001,7000
Irish Whiskey,Standard,DF Spain,2002,4700
Irish Whiskey,Standard,DF Spain,2003,8250
Irish Whiskey,Standard,DF Spain,2004,10250
Irish Whiskey,Standard,DF Spain,2005,11525
Irish Whiskey,Standard,DF Spain,2006,12500
Irish Whiskey,Standard,DF Spain,2007,13475
Irish Whiskey,Standard,DF Spain,2008,15275
Irish Whiskey,Standard,DF Spain,2009,13500
Irish Whiskey,Standard,DF Spain,2010,13900
Irish Whiskey,Standard,DF Spain,2011,16925
Irish Whiskey,Standard,DF Spain,2012,12300
Irish Whiskey,Standard,DF Spain,2013,12100
Irish Whiskey,Standard,DF Spain,2014,12125
Irish Whiskey,Standard,DF Spain,2015,13085
Irish Whiskey,Standard,DF Spain,2016,14985
Irish Whiskey,Standard,Switzerland,1990,3500
Irish Whiskey,Standard,Switzerland,1991,3500
Irish Whiskey,Standard,Switzerland,1992,3500
Irish Whiskey,Standard,Switzerland,1993,3000
Irish Whiskey,Standard,Switzerland,1994,4500
Irish Whiskey,Standard,Switzerland,1995,4250
Irish Whiskey,Standard,Switzerland,1996,4500
Irish Whiskey,Standard,Switzerland,1997,3500
Irish Whiskey,Standard,Switzerland,1998,4000
Irish Whiskey,Standard,Switzerland,1999,5450
Irish Whiskey,Standard,Switzerland,2000,5700
Irish Whiskey,Standard,Switzerland,2001,6700
Irish Whiskey,Standard,Switzerland,2002,6800
Irish Whiskey,Standard,Switzerland,2003,7500
Irish Whiskey,Standard,Switzerland,2004,7500
Irish Whiskey,Standard,Switzerland,2005,7250
Irish Whiskey,Standard,Switzerland,2006,7250
Irish Whiskey,Standard,Switzerland,2007,7500
Irish Whiskey,Standard,Switzerland,2008,9250
Irish Whiskey,Standard,Switzerland,2009,9050
Irish Whiskey,Standard,Switzerland,2010,9200
Irish Whiskey,Standard,Switzerland,2011,9950
Irish Whiskey,Standard,Switzerland,2012,9850
Irish Whiskey,Standard,Switzerland,2013,9600
Irish Whiskey,Standard,Switzerland,2014,11200
Irish Whiskey,Standard,Switzerland,2015,11250
Irish Whiskey,Standard,Switzerland,2016,14600
Irish Whiskey,Standard,DF Rest of Central & Eastern Europe,1990,
Irish Whiskey,Standard,DF Rest of Central & Eastern Europe,1991,
Irish Whiskey,Standard,DF Rest of Central & Eastern Europe,1992,
Irish Whiskey,Standard,DF Rest of Central & Eastern Europe,1993,
Irish Whiskey,Standard,DF Rest of Central & Eastern Europe,1994,
Irish Whiskey,Standard,DF Rest of Central & Eastern Europe,1995,
Irish Whiskey,Standard,DF Rest of Central & Eastern Europe,1996,
Irish Whiskey,Standard,DF Rest of Central & Eastern Europe,1997,
Irish Whiskey,Standard,DF Rest of Central & Eastern Europe,1998,
Irish Whiskey,Standard,DF Rest of Central & Eastern Europe,1999,
Irish Whiskey,Standard,DF Rest of Central & Eastern Europe,2000,
Irish Whiskey,Standard,DF Rest of Central & Eastern Europe,2001,2725
Irish Whiskey,Standard,DF Rest of Central & Eastern Europe,2002,1025
Irish Whiskey,Standard,DF Rest of Central & Eastern Europe,2003,935
Irish Whiskey,Standard,DF Rest of Central & Eastern Europe,2004,1000
Irish Whiskey,Standard,DF Rest of Central & Eastern Europe,2005,1250
Irish Whiskey,Standard,DF Rest of Central & Eastern Europe,2006,1600
Irish Whiskey,Standard,DF Rest of Central & Eastern Europe,2007,2150
Irish Whiskey,Standard,DF Rest of Central & Eastern Europe,2008,2900
Irish Whiskey,Standard,DF Rest of Central & Eastern Europe,2009,3100
Irish Whiskey,Standard,DF Rest of Central & Eastern Europe,2010,5250
Irish Whiskey,Standard,DF Rest of Central & Eastern Europe,2011,8900
Irish Whiskey,Standard,DF Rest of Central & Eastern Europe,2012,9650
Irish Whiskey,Standard,DF Rest of Central & Eastern Europe,2013,10490
Irish Whiskey,Standard,DF Rest of Central & Eastern Europe,2014,13575
Irish Whiskey,Standard,DF Rest of Central & Eastern Europe,2015,14000
Irish Whiskey,Standard,DF Rest of Central & Eastern Europe,2016,14325
Irish Whiskey,Standard,Brazil,1990,0
Irish Whiskey,Standard,Brazil,1991,0
Irish Whiskey,Standard,Brazil,1992,250
Irish Whiskey,Standard,Brazil,1993,250
Irish Whiskey,Standard,Brazil,1994,250
Irish Whiskey,Standard,Brazil,1995,250
Irish Whiskey,Standard,Brazil,1996,250
Irish Whiskey,Standard,Brazil,1997,500
Irish Whiskey,Standard,Brazil,1998,500
Irish Whiskey,Standard,Brazil,1999,500
Irish Whiskey,Standard,Brazil,2000,500
Irish Whiskey,Standard,Brazil,2001,500
Irish Whiskey,Standard,Brazil,2002,500
Irish Whiskey,Standard,Brazil,2003,3250
Irish Whiskey,Standard,Brazil,2004,6000
Irish Whiskey,Standard,Brazil,2005,8250
Irish Whiskey,Standard,Brazil,2006,9250
Irish Whiskey,Standard,Brazil,2007,9250
Irish Whiskey,Standard,Brazil,2008,5750
Irish Whiskey,Standard,Brazil,2009,4250
Irish Whiskey,Standard,Brazil,2010,3250
Irish Whiskey,Standard,Brazil,2011,5650
Irish Whiskey,Standard,Brazil,2012,6650
Irish Whiskey,Standard,Brazil,2013,7400
Irish Whiskey,Standard,Brazil,2014,9600
Irish Whiskey,Standard,Brazil,2015,11000
Irish Whiskey,Standard,Brazil,2016,14000
Irish Whiskey,Standard,Canary Islands,1990,1500
Irish Whiskey,Standard,Canary Islands,1991,1750
Irish Whiskey,Standard,Canary Islands,1992,1750
Irish Whiskey,Standard,Canary Islands,1993,1500
Irish Whiskey,Standard,Canary Islands,1994,1500
Irish Whiskey,Standard,Canary Islands,1995,1500
Irish Whiskey,Standard,Canary Islands,1996,1500
Irish Whiskey,Standard,Canary Islands,1997,2000
Irish Whiskey,Standard,Canary Islands,1998,2000
Irish Whiskey,Standard,Canary Islands,1999,3000
Irish Whiskey,Standard,Canary Islands,2000,4750
Irish Whiskey,Standard,Canary Islands,2001,8250
Irish Whiskey,Standard,Canary Islands,2002,9250
Irish Whiskey,Standard,Canary Islands,2003,14250
Irish Whiskey,Standard,Canary Islands,2004,13250
Irish Whiskey,Standard,Canary Islands,2005,12500
Irish Whiskey,Standard,Canary Islands,2006,12500
Irish Whiskey,Standard,Canary Islands,2007,9500
Irish Whiskey,Standard,Canary Islands,2008,9650
Irish Whiskey,Standard,Canary Islands,2009,7000
Irish Whiskey,Standard,Canary Islands,2010,7400
Irish Whiskey,Standard,Canary Islands,2011,5900
Irish Whiskey,Standard,Canary Islands,2012,7150
Irish Whiskey,Standard,Canary Islands,2013,7650
Irish Whiskey,Standard,Canary Islands,2014,9650
Irish Whiskey,Standard,Canary Islands,2015,10350
Irish Whiskey,Standard,Canary Islands,2016,11500
Irish Whiskey,Standard,Thailand,1990,750
Irish Whiskey,Standard,Thailand,1991,500
Irish Whiskey,Standard,Thailand,1992,500
Irish Whiskey,Standard,Thailand,1993,750
Irish Whiskey,Standard,Thailand,1994,600
Irish Whiskey,Standard,Thailand,1995,700
Irish Whiskey,Standard,Thailand,1996,750
Irish Whiskey,Standard,Thailand,1997,1500
Irish Whiskey,Standard,Thailand,1998,2000
Irish Whiskey,Standard,Thailand,1999,3750
Irish Whiskey,Standard,Thailand,2000,3500
Irish Whiskey,Standard,Thailand,2001,3500
Irish Whiskey,Standard,Thailand,2002,4500
Irish Whiskey,Standard,Thailand,2003,4750
Irish Whiskey,Standard,Thailand,2004,7750
Irish Whiskey,Standard,Thailand,2005,4500
Irish Whiskey,Standard,Thailand,2006,4000
Irish Whiskey,Standard,Thailand,2007,3650
Irish Whiskey,Standard,Thailand,2008,4000
Irish Whiskey,Standard,Thailand,2009,3000
Irish Whiskey,Standard,Thailand,2010,3750
Irish Whiskey,Standard,Thailand,2011,4250
Irish Whiskey,Standard,Thailand,2012,5350
Irish Whiskey,Standard,Thailand,2013,4000
Irish Whiskey,Standard,Thailand,2014,5250
Irish Whiskey,Standard,Thailand,2015,6500
Irish Whiskey,Standard,Thailand,2016,11500
Irish Whiskey,Standard,DF Turkey,1990,
Irish Whiskey,Standard,DF Turkey,1991,
Irish Whiskey,Standard,DF Turkey,1992,
Irish Whiskey,Standard,DF Turkey,1993,
Irish Whiskey,Standard,DF Turkey,1994,
Irish Whiskey,Standard,DF Turkey,1995,
Irish Whiskey,Standard,DF Turkey,1996,
Irish Whiskey,Standard,DF Turkey,1997,
Irish Whiskey,Standard,DF Turkey,1998,
Irish Whiskey,Standard,DF Turkey,1999,
Irish Whiskey,Standard,DF Turkey,2000,1250
Irish Whiskey,Standard,DF Turkey,2001,1100
Irish Whiskey,Standard,DF Turkey,2002,1050
Irish Whiskey,Standard,DF Turkey,2003,2050
Irish Whiskey,Standard,DF Turkey,2004,2000
Irish Whiskey,Standard,DF Turkey,2005,2175
Irish Whiskey,Standard,DF Turkey,2006,2125
Irish Whiskey,Standard,DF Turkey,2007,2175
Irish Whiskey,Standard,DF Turkey,2008,6875
Irish Whiskey,Standard,DF Turkey,2009,7125
Irish Whiskey,Standard,DF Turkey,2010,8300
Irish Whiskey,Standard,DF Turkey,2011,13200
Irish Whiskey,Standard,DF Turkey,2012,14100
Irish Whiskey,Standard,DF Turkey,2013,11800
Irish Whiskey,Standard,DF Turkey,2014,13565
Irish Whiskey,Standard,DF Turkey,2015,10400
Irish Whiskey,Standard,DF Turkey,2016,11475
Irish Whiskey,Standard,DF Gulf - (All Countries),1990,
Irish Whiskey,Standard,DF Gulf - (All Countries),1991,
Irish Whiskey,Standard,DF Gulf - (All Countries),1992,
Irish Whiskey,Standard,DF Gulf - (All Countries),1993,
Irish Whiskey,Standard,DF Gulf - (All Countries),1994,
Irish Whiskey,Standard,DF Gulf - (All Countries),1995,
Irish Whiskey,Standard,DF Gulf - (All Countries),1996,
Irish Whiskey,Standard,DF Gulf - (All Countries),1997,
Irish Whiskey,Standard,DF Gulf - (All Countries),1998,
Irish Whiskey,Standard,DF Gulf - (All Countries),1999,
Irish Whiskey,Standard,DF Gulf - (All Countries),2000,5250
Irish Whiskey,Standard,DF Gulf - (All Countries),2001,5300
Irish Whiskey,Standard,DF Gulf - (All Countries),2002,3250
Irish Whiskey,Standard,DF Gulf - (All Countries),2003,3000
Irish Whiskey,Standard,DF Gulf - (All Countries),2004,3500
Irish Whiskey,Standard,DF Gulf - (All Countries),2005,4200
Irish Whiskey,Standard,DF Gulf - (All Countries),2006,4000
Irish Whiskey,Standard,DF Gulf - (All Countries),2007,4250
Irish Whiskey,Standard,DF Gulf - (All Countries),2008,4925
Irish Whiskey,Standard,DF Gulf - (All Countries),2009,3550
Irish Whiskey,Standard,DF Gulf - (All Countries),2010,5525
Irish Whiskey,Standard,DF Gulf - (All Countries),2011,6550
Irish Whiskey,Standard,DF Gulf - (All Countries),2012,7725
Irish Whiskey,Standard,DF Gulf - (All Countries),2013,7800
Irish Whiskey,Standard,DF Gulf - (All Countries),2014,8825
Irish Whiskey,Standard,DF Gulf - (All Countries),2015,9150
Irish Whiskey,Standard,DF Gulf - (All Countries),2016,10700
Irish Whiskey,Standard,DF Netherlands,1990,
Irish Whiskey,Standard,DF Netherlands,1991,
Irish Whiskey,Standard,DF Netherlands,1992,
Irish Whiskey,Standard,DF Netherlands,1993,
Irish Whiskey,Standard,DF Netherlands,1994,5500
Irish Whiskey,Standard,DF Netherlands,1995,6000
Irish Whiskey,Standard,DF Netherlands,1996,6000
Irish Whiskey,Standard,DF Netherlands,1997,6000
Irish Whiskey,Standard,DF Netherlands,1998,6250
Irish Whiskey,Standard,DF Netherlands,1999,4900
Irish Whiskey,Standard,DF Netherlands,2000,3500
Irish Whiskey,Standard,DF Netherlands,2001,3500
Irish Whiskey,Standard,DF Netherlands,2002,3750
Irish Whiskey,Standard,DF Netherlands,2003,3675
Irish Whiskey,Standard,DF Netherlands,2004,3575
Irish Whiskey,Standard,DF Netherlands,2005,3600
Irish Whiskey,Standard,DF Netherlands,2006,4275
Irish Whiskey,Standard,DF Netherlands,2007,4800
Irish Whiskey,Standard,DF Netherlands,2008,6750
Irish Whiskey,Standard,DF Netherlands,2009,7250
Irish Whiskey,Standard,DF Netherlands,2010,9750
Irish Whiskey,Standard,DF Netherlands,2011,8575
Irish Whiskey,Standard,DF Netherlands,2012,9600
Irish Whiskey,Standard,DF Netherlands,2013,9590
Irish Whiskey,Standard,DF Netherlands,2014,9550
Irish Whiskey,Standard,DF Netherlands,2015,9660
Irish Whiskey,Standard,DF Netherlands,2016,9350
Irish Whiskey,Standard,Others,1990,42350
Irish Whiskey,Standard,Others,1991,45350
Irish Whiskey,Standard,Others,1992,46550
Irish Whiskey,Standard,Others,1993,49990
Irish Whiskey,Standard,Others,1994,56450
Irish Whiskey,Standard,Others,1995,58870
Irish Whiskey,Standard,Others,1996,61525
Irish Whiskey,Standard,Others,1997,62400
Irish Whiskey,Standard,Others,1998,69100
Irish Whiskey,Standard,Others,1999,61645
Irish Whiskey,Standard,Others,2000,54145
Irish Whiskey,Standard,Others,2001,57280
Irish Whiskey,Standard,Others,2002,53730
Irish Whiskey,Standard,Others,2003,62680
Irish Whiskey,Standard,Others,2004,64490
Irish Whiskey,Standard,Others,2005,71620
Irish Whiskey,Standard,Others,2006,81240
Irish Whiskey,Standard,Others,2007,87570
Irish Whiskey,Standard,Others,2008,97505
Irish Whiskey,Standard,Others,2009,87725
Irish Whiskey,Standard,Others,2010,110025
Irish Whiskey,Standard,Others,2011,145135
Irish Whiskey,Standard,Others,2012,140545
Irish Whiskey,Standard,Others,2013,145660
Irish Whiskey,Standard,Others,2014,138525
Irish Whiskey,Standard,Others,2015,133445
Irish Whiskey,Standard,Others,2016,158185
Irish Whiskey,Premium,United States,1990,7500
Irish Whiskey,Premium,United States,1991,8250
Irish Whiskey,Premium,United States,1992,8000
Irish Whiskey,Premium,United States,1993,8000
Irish Whiskey,Premium,United States,1994,12000
Irish Whiskey,Premium,United States,1995,14500
Irish Whiskey,Premium,United States,1996,19000
Irish Whiskey,Premium,United States,1997,18500
Irish Whiskey,Premium,United States,1998,16000
Irish Whiskey,Premium,United States,1999,18000
Irish Whiskey,Premium,United States,2000,17250
Irish Whiskey,Premium,United States,2001,17950
Irish Whiskey,Premium,United States,2002,19850
Irish Whiskey,Premium,United States,2003,20700
Irish Whiskey,Premium,United States,2004,20100
Irish Whiskey,Premium,United States,2005,20300
Irish Whiskey,Premium,United States,2006,34500
Irish Whiskey,Premium,United States,2007,41250
Irish Whiskey,Premium,United States,2008,38500
Irish Whiskey,Premium,United States,2009,31500
Irish Whiskey,Premium,United States,2010,34150
Irish Whiskey,Premium,United States,2011,37500
Irish Whiskey,Premium,United States,2012,49250
Irish Whiskey,Premium,United States,2013,52750
Irish Whiskey,Premium,United States,2014,82250
Irish Whiskey,Premium,United States,2015,167250
Irish Whiskey,Premium,United States,2016,268250
Irish Whiskey,Premium,Ireland,1990,32000
Irish Whiskey,Premium,Ireland,1991,33000
Irish Whiskey,Premium,Ireland,1992,30000
Irish Whiskey,Premium,Ireland,1993,32000
Irish Whiskey,Premium,Ireland,1994,31000
Irish Whiskey,Premium,Ireland,1995,29000
Irish Whiskey,Premium,Ireland,1996,30150
Irish Whiskey,Premium,Ireland,1997,31650
Irish Whiskey,Premium,Ireland,1998,32250
Irish Whiskey,Premium,Ireland,1999,35050
Irish Whiskey,Premium,Ireland,2000,34750
Irish Whiskey,Premium,Ireland,2001,37450
Irish Whiskey,Premium,Ireland,2002,36550
Irish Whiskey,Premium,Ireland,2003,30750
Irish Whiskey,Premium,Ireland,2004,29850
Irish Whiskey,Premium,Ireland,2005,28250
Irish Whiskey,Premium,Ireland,2006,25650
Irish Whiskey,Premium,Ireland,2007,27150
Irish Whiskey,Premium,Ireland,2008,24200
Irish Whiskey,Premium,Ireland,2009,22600
Irish Whiskey,Premium,Ireland,2010,25950
Irish Whiskey,Premium,Ireland,2011,28050
Irish Whiskey,Premium,Ireland,2012,24550
Irish Whiskey,Premium,Ireland,2013,24700
Irish Whiskey,Premium,Ireland,2014,31380
Irish Whiskey,Premium,Ireland,2015,46400
Irish Whiskey,Premium,Ireland,2016,57550
Irish Whiskey,Premium,Germany,1990,0
Irish Whiskey,Premium,Germany,1991,0
Irish Whiskey,Premium,Germany,1992,0
Irish Whiskey,Premium,Germany,1993,0
Irish Whiskey,Premium,Germany,1994,250
Irish Whiskey,Premium,Germany,1995,750
Irish Whiskey,Premium,Germany,1996,2750
Irish Whiskey,Premium,Germany,1997,3350
Irish Whiskey,Premium,Germany,1998,2900
Irish Whiskey,Premium,Germany,1999,3650
Irish Whiskey,Premium,Germany,2000,4550
Irish Whiskey,Premium,Germany,2001,5700
Irish Whiskey,Premium,Germany,2002,5700
Irish Whiskey,Premium,Germany,2003,6500
Irish Whiskey,Premium,Germany,2004,7600
Irish Whiskey,Premium,Germany,2005,7750
Irish Whiskey,Premium,Germany,2006,8350
Irish Whiskey,Premium,Germany,2007,10650
Irish Whiskey,Premium,Germany,2008,10150
Irish Whiskey,Premium,Germany,2009,10600
Irish Whiskey,Premium,Germany,2010,12650
Irish Whiskey,Premium,Germany,2011,18600
Irish Whiskey,Premium,Germany,2012,19000
Irish Whiskey,Premium,Germany,2013,28800
Irish Whiskey,Premium,Germany,2014,33250
Irish Whiskey,Premium,Germany,2015,40350
Irish Whiskey,Premium,Germany,2016,43500
Irish Whiskey,Premium,France,1990,
Irish Whiskey,Premium,France,1991,
Irish Whiskey,Premium,France,1992,
Irish Whiskey,Premium,France,1993,2000
Irish Whiskey,Premium,France,1994,3000
Irish Whiskey,Premium,France,1995,5000
Irish Whiskey,Premium,France,1996,9000
Irish Whiskey,Premium,France,1997,12000
Irish Whiskey,Premium,France,1998,16000
Irish Whiskey,Premium,France,1999,19000
Irish Whiskey,Premium,France,2000,24000
Irish Whiskey,Premium,France,2001,27000
Irish Whiskey,Premium,France,2002,28000
Irish Whiskey,Premium,France,2003,20000
Irish Whiskey,Premium,France,2004,19000
Irish Whiskey,Premium,France,2005,17750
Irish Whiskey,Premium,France,2006,15750
Irish Whiskey,Premium,France,2007,18750
Irish Whiskey,Premium,France,2008,22000
Irish Whiskey,Premium,France,2009,18500
Irish Whiskey,Premium,France,2010,17250
Irish Whiskey,Premium,France,2011,15500
Irish Whiskey,Premium,France,2012,15750
Irish Whiskey,Premium,France,2013,16000
Irish Whiskey,Premium,France,2014,19500
Irish Whiskey,Premium,France,2015,28250
Irish Whiskey,Premium,France,2016,33250
Irish Whiskey,Premium,South Africa,1990,0
Irish Whiskey,Premium,South Africa,1991,0
Irish Whiskey,Premium,South Africa,1992,0
Irish Whiskey,Premium,South Africa,1993,0
Irish Whiskey,Premium,South Africa,1994,0
Irish Whiskey,Premium,South Africa,1995,0
Irish Whiskey,Premium,South Africa,1996,0
Irish Whiskey,Premium,South Africa,1997,250
Irish Whiskey,Premium,South Africa,1998,250
Irish Whiskey,Premium,South Africa,1999,500
Irish Whiskey,Premium,South Africa,2000,750
Irish Whiskey,Premium,South Africa,2001,920
Irish Whiskey,Premium,South Africa,2002,900
Irish Whiskey,Premium,South Africa,2003,900
Irish Whiskey,Premium,South Africa,2004,1680
Irish Whiskey,Premium,South Africa,2005,1920
Irish Whiskey,Premium,South Africa,2006,3500
Irish Whiskey,Premium,South Africa,2007,3000
Irish Whiskey,Premium,South Africa,2008,4000
Irish Whiskey,Premium,South Africa,2009,4000
Irish Whiskey,Premium,South Africa,2010,7500
Irish Whiskey,Premium,South Africa,2011,9500
Irish Whiskey,Premium,South Africa,2012,8300
Irish Whiskey,Premium,South Africa,2013,10000
Irish Whiskey,Premium,South Africa,2014,14650
Irish Whiskey,Premium,South Africa,2015,16950
Irish Whiskey,Premium,South Africa,2016,25450
Irish Whiskey,Premium,DF British Isles (Inc. Ireland),1990,31500
Irish Whiskey,Premium,DF British Isles (Inc. Ireland),1991,36000
Irish Whiskey,Premium,DF British Isles (Inc. Ireland),1992,37450
Irish Whiskey,Premium,DF British Isles (Inc. Ireland),1993,40250
Irish Whiskey,Premium,DF British Isles (Inc. Ireland),1994,46550
Irish Whiskey,Premium,DF British Isles (Inc. Ireland),1995,50950
Irish Whiskey,Premium,DF British Isles (Inc. Ireland),1996,57300
Irish Whiskey,Premium,DF British Isles (Inc. Ireland),1997,58700
Irish Whiskey,Premium,DF British Isles (Inc. Ireland),1998,56000
Irish Whiskey,Premium,DF British Isles (Inc. Ireland),1999,31850
Irish Whiskey,Premium,DF British Isles (Inc. Ireland),2000,26675
Irish Whiskey,Premium,DF British Isles (Inc. Ireland),2001,30125
Irish Whiskey,Premium,DF British Isles (Inc. Ireland),2002,22225
Irish Whiskey,Premium,DF British Isles (Inc. Ireland),2003,19225
Irish Whiskey,Premium,DF British Isles (Inc. Ireland),2004,18550
Irish Whiskey,Premium,DF British Isles (Inc. Ireland),2005,18250
Irish Whiskey,Premium,DF British Isles (Inc. Ireland),2006,15500
Irish Whiskey,Premium,DF British Isles (Inc. Ireland),2007,14825
Irish Whiskey,Premium,DF British Isles (Inc. Ireland),2008,14900
Irish Whiskey,Premium,DF British Isles (Inc. Ireland),2009,16050
Irish Whiskey,Premium,DF British Isles (Inc. Ireland),2010,13950
Irish Whiskey,Premium,DF British Isles (Inc. Ireland),2011,14000
Irish Whiskey,Premium,DF British Isles (Inc. Ireland),2012,14225
Irish Whiskey,Premium,DF British Isles (Inc. Ireland),2013,12000
Irish Whiskey,Premium,DF British Isles (Inc. Ireland),2014,14930
Irish Whiskey,Premium,DF British Isles (Inc. Ireland),2015,18510
Irish Whiskey,Premium,DF British Isles (Inc. Ireland),2016,23695
Irish Whiskey,Premium,Canada,1990,1150
Irish Whiskey,Premium,Canada,1991,1250
Irish Whiskey,Premium,Canada,1992,1000
Irish Whiskey,Premium,Canada,1993,1150
Irish Whiskey,Premium,Canada,1994,1900
Irish Whiskey,Premium,Canada,1995,2250
Irish Whiskey,Premium,Canada,1996,2500
Irish Whiskey,Premium,Canada,1997,3100
Irish Whiskey,Premium,Canada,1998,3150
Irish Whiskey,Premium,Canada,1999,4150
Irish Whiskey,Premium,Canada,2000,4750
Irish Whiskey,Premium,Canada,2001,5000
Irish Whiskey,Premium,Canada,2002,5250
Irish Whiskey,Premium,Canada,2003,6100
Irish Whiskey,Premium,Canada,2004,6750
Irish Whiskey,Premium,Canada,2005,6750
Irish Whiskey,Premium,Canada,2006,7250
Irish Whiskey,Premium,Canada,2007,7650
Irish Whiskey,Premium,Canada,2008,8350
Irish Whiskey,Premium,Canada,2009,8750
Irish Whiskey,Premium,Canada,2010,9350
Irish Whiskey,Premium,Canada,2011,10450
Irish Whiskey,Premium,Canada,2012,10600
Irish Whiskey,Premium,Canada,2013,10750
Irish Whiskey,Premium,Canada,2014,11000
Irish Whiskey,Premium,Canada,2015,14400
Irish Whiskey,Premium,Canada,2016,18200
Irish Whiskey,Premium,United Kingdom,1990,35000
Irish Whiskey,Premium,United Kingdom,1991,38000
Irish Whiskey,Premium,United Kingdom,1992,34500
Irish Whiskey,Premium,United Kingdom,1993,34500
Irish Whiskey,Premium,United Kingdom,1994,33000
Irish Whiskey,Premium,United Kingdom,1995,29000
Irish Whiskey,Premium,United Kingdom,1996,29000
Irish Whiskey,Premium,United Kingdom,1997,27000
Irish Whiskey,Premium,United Kingdom,1998,25000
Irish Whiskey,Premium,United Kingdom,1999,27500
Irish Whiskey,Premium,United Kingdom,2000,28000
Irish Whiskey,Premium,United Kingdom,2001,29750
Irish Whiskey,Premium,United Kingdom,2002,31500
Irish Whiskey,Premium,United Kingdom,2003,32000
Irish Whiskey,Premium,United Kingdom,2004,31500
Irish Whiskey,Premium,United Kingdom,2005,32000
Irish Whiskey,Premium,United Kingdom,2006,34000
Irish Whiskey,Premium,United Kingdom,2007,29500
Irish Whiskey,Premium,United Kingdom,2008,28500
Irish Whiskey,Premium,United Kingdom,2009,24500
Irish Whiskey,Premium,United Kingdom,2010,26250
Irish Whiskey,Premium,United Kingdom,2011,22000
Irish Whiskey,Premium,United Kingdom,2012,12150
Irish Whiskey,Premium,United Kingdom,2013,14250
Irish Whiskey,Premium,United Kingdom,2014,10450
Irish Whiskey,Premium,United Kingdom,2015,9950
Irish Whiskey,Premium,United Kingdom,2016,14680
Irish Whiskey,Premium,Russia,1990,
Irish Whiskey,Premium,Russia,1991,
Irish Whiskey,Premium,Russia,1992,
Irish Whiskey,Premium,Russia,1993,
Irish Whiskey,Premium,Russia,1994,
Irish Whiskey,Premium,Russia,1995,
Irish Whiskey,Premium,Russia,1996,
Irish Whiskey,Premium,Russia,1997,
Irish Whiskey,Premium,Russia,1998,
Irish Whiskey,Premium,Russia,1999,
Irish Whiskey,Premium,Russia,2000,
Irish Whiskey,Premium,Russia,2001,
Irish Whiskey,Premium,Russia,2002,
Irish Whiskey,Premium,Russia,2003,0
Irish Whiskey,Premium,Russia,2004,250
Irish Whiskey,Premium,Russia,2005,2700
Irish Whiskey,Premium,Russia,2006,4750
Irish Whiskey,Premium,Russia,2007,5750
Irish Whiskey,Premium,Russia,2008,10750
Irish Whiskey,Premium,Russia,2009,8100
Irish Whiskey,Premium,Russia,2010,11250
